Titre;Identifiant unique;Date de sortie;Plateformes;Genres;Mode de jeu;Développeur;Éditeur;Franchise;Note Moyenne;Popularité
Webfishing;https://www.grouvee.com/games/101920-webfishing/;Oct 11, 2024;PC;;;;;;(3.50 average Grouvee user rating);
AFK Journey;https://www.grouvee.com/games/99616-afk-journey/;Mar 27, 2024;Android, PC, iPad, iPhone;;;;;;(3.67 average Grouvee user rating);
Rabbit and Steel;https://www.grouvee.com/games/96898-rabbit-and-steel/;May 9, 2024;PC;;;;;;(4.07 average Grouvee user rating);
Fields of Mistria;https://www.grouvee.com/games/97103-fields-of-mistria/;Aug 5, 2024;PC;;;;;;(4.53 average Grouvee user rating);
Dustborn;https://www.grouvee.com/games/83099-dustborn/;Aug 20, 2024;PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(1.80 average Grouvee user rating);
Ace Attorney Investigations Collection;https://www.grouvee.com/games/100416-ace-attorney-investigations-collection/;Sep 6, 2024;Nintendo Switch, PC, PlayStation 4, Xbox One;;;;;;(4.60 average Grouvee user rating);
Caravan SandWitch;https://www.grouvee.com/games/100215-caravan-sandwitch/;Sep 12, 2024;PC;;;;;;(3.73 average Grouvee user rating);
Go Mecha Ball;https://www.grouvee.com/games/98576-go-mecha-ball/;Jan 25, 2024;PC, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating);
Sand Land;https://www.grouvee.com/games/97088-sand-land/;Apr 25, 2024;PC, PlayStation 4, PlayStation 5, Xbox Series X|S;;;;;;(2.93 average Grouvee user rating);
Arctic Eggs;https://www.grouvee.com/games/100733-arctic-eggs/;May 16, 2024;PC;;;;;;(3.93 average Grouvee user rating);
Tiny Terry's Turbo Trip;https://www.grouvee.com/games/97259-tiny-terrys-turbo-trip/;May 30, 2024;PC;;;;;;(3.79 average Grouvee user rating);
Five Nights at Freddy's: Into the Pit;https://www.grouvee.com/games/100107-five-nights-at-freddys-into-the-pit/;Aug 8, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.71 average Grouvee user rating);
Concord;https://www.grouvee.com/games/96945-concord/;Aug 23, 2024;PC, PlayStation 5;;;;;;(2.21 average Grouvee user rating);
TCG Card Shop Simulator;https://www.grouvee.com/games/101541-tcg-card-shop-simulator/;Sep 15, 2024;PC;;;;;;(3.14 average Grouvee user rating);
Echo Point Nova;https://www.grouvee.com/games/100827-echo-point-nova/;Sep 24, 2024;PC;;;;;;(4.00 average Grouvee user rating);
Slitterhead;https://www.grouvee.com/games/90077-slitterhead/;Nov 8, 2024;PC, PlayStation 4, PlayStation 5, Xbox Series X|S;;;;;;(3.43 average Grouvee user rating);
Poppy Playtime - Chapter 3;https://www.grouvee.com/games/99061-poppy-playtime-chapter-3/;2024;PC;;;;;;(3.46 average Grouvee user rating);
MLB The Show 24;https://www.grouvee.com/games/98973-mlb-the-show-24/;Mar 19, 2024;Nintendo Switch, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.31 average Grouvee user rating);
Yellow Taxi Goes Vroom;https://www.grouvee.com/games/99346-yellow-taxi-goes-vroom/;Apr 9, 2024;PC;;;;;;(3.85 average Grouvee user rating);
Isles of Sea and Sky;https://www.grouvee.com/games/81799-isles-of-sea-and-sky/;May 22, 2024;Linux, Mac, Nintendo Switch, PC;;;;;;(3.92 average Grouvee user rating);
Flock;https://www.grouvee.com/games/100814-flock/;Jul 16, 2024;Mac, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.23 average Grouvee user rating);
Bo: Path of the Teal Lotus;https://www.grouvee.com/games/91398-bo-path-of-the-teal-lotus/;Jul 17, 2024;Nintendo Switch, PC;;;;;;(4.08 average Grouvee user rating);
Sorry We're Closed;https://www.grouvee.com/games/100440-sorry-were-closed/;Nov 14, 2024;PC;;;;;;(3.92 average Grouvee user rating);
Hollowbody;https://www.grouvee.com/games/94242-hollowbody/;2024;PC;;;;;;(2.58 average Grouvee user rating);
The Wolf Among Us: Season 2;https://www.grouvee.com/games/58407-the-wolf-among-us-season-2/;2024;PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.08 average Grouvee user rating);
Rental;https://www.grouvee.com/games/99702-rental/;Mar 7, 2024;PC;;;;;;(3.00 average Grouvee user rating);
Riven;https://www.grouvee.com/games/95010-riven/;Jun 25, 2024;Mac, Meta Quest, PC;;;;;;(4.67 average Grouvee user rating);
Conscript;https://www.grouvee.com/games/83471-conscript/;Jul 23, 2024;PC;;;;;;(3.67 average Grouvee user rating);
Castlevania Dominus Collection;https://www.grouvee.com/games/101129-castlevania-dominus-collection/;Aug 27, 2024;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S;;;;;;(4.50 average Grouvee user rating);
Gori: Cuddly Carnage;https://www.grouvee.com/games/82977-gori-cuddly-carnage/;Aug 29, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.17 average Grouvee user rating);
Bloomtown: A Different Story;https://www.grouvee.com/games/97172-bloomtown-a-different-story/;Sep 24, 2024;PC;;;;;;(3.08 average Grouvee user rating);
Awaria;https://www.grouvee.com/games/102361-awaria/;Dec 16, 2024;PC;;;;;;(3.75 average Grouvee user rating);
Boxes: Lost Fragments;https://www.grouvee.com/games/99618-boxes-lost-fragments/;Feb 1, 2024;Android, PC, iPhone;;;;;;(3.36 average Grouvee user rating);
Splatoon 3: Side Order;https://www.grouvee.com/games/101879-splatoon-3-side-order/;Feb 22, 2024;Nintendo Switch;;;;;;(4.00 average Grouvee user rating);
#BLUD;https://www.grouvee.com/games/100423-blud/;Jun 18, 2024;PC;;;;;;(2.45 average Grouvee user rating);
Schim;https://www.grouvee.com/games/86447-schim/;Jul 18, 2024;Linux, Mac, PC, PlayStation 4, PlayStation 5;;;;;;(2.36 average Grouvee user rating);
Doom + Doom II;https://www.grouvee.com/games/100984-doom-doom-ii/;Aug 8, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.45 average Grouvee user rating);
Shadow of the Ninja - Reborn;https://www.grouvee.com/games/97564-shadow-of-the-ninja-reborn/;Aug 29, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X|S;;;;;;(3.73 average Grouvee user rating);
Squirrel with a Gun;https://www.grouvee.com/games/94058-squirrel-with-a-gun/;Aug 29, 2024;PC, PlayStation 5, Xbox Series X|S;;;;;;(3.09 average Grouvee user rating);
I Am Your Beast;https://www.grouvee.com/games/100199-i-am-your-beast/;Sep 10, 2024;PC;;;;;;(4.09 average Grouvee user rating);
Ara: History Untold;https://www.grouvee.com/games/93239-ara-history-untold/;Sep 24, 2024;PC;;;;;;(2.45 average Grouvee user rating);
Loco Motive;https://www.grouvee.com/games/90166-loco-motive/;Nov 21, 2024;Mac, Nintendo Switch, PC;;;;;;(3.09 average Grouvee user rating);
Mighty Morphin Power Rangers: Rita's Rewind;https://www.grouvee.com/games/100124-mighty-morphin-power-rangers-ritas-rewind/;Dec 10, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.64 average Grouvee user rating);
Creatures of Ava;https://www.grouvee.com/games/100112-creatures-of-ava/;2024;PC;;;;;;(3.40 average Grouvee user rating);
Gundam Breaker 4;https://www.grouvee.com/games/99129-gundam-breaker-4/;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(3.70 average Grouvee user rating);
Paleo Pines;https://www.grouvee.com/games/97198-paleo-pines/;2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating);
Star Wars: Battlefront Classic Collection;https://www.grouvee.com/games/99122-star-wars-battlefront-classic-collection/;Mar 14, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(2.80 average Grouvee user rating);
Doronko Wanko;https://www.grouvee.com/games/99587-doronko-wanko/;Mar 26, 2024;PC;;;;;;(3.70 average Grouvee user rating);
Biomorph;https://www.grouvee.com/games/99339-biomorph/;Apr 5, 2024;PC;;;;;;(3.40 average Grouvee user rating);
Withering Rooms;https://www.grouvee.com/games/99593-withering-rooms/;Apr 5, 2024;PC;;;;;;(4.10 average Grouvee user rating);
Paper Trail;https://www.grouvee.com/games/97209-paper-trail/;May 21, 2024;Android, Mac, PC, iPhone;;;;;;(3.30 average Grouvee user rating);
Leap Year;https://www.grouvee.com/games/100805-leap-year/;Jun 14, 2024;PC;;;;;;(4.00 average Grouvee user rating);
Super Monkey Ball: Banana Rumble;https://www.grouvee.com/games/99900-super-monkey-ball-banana-rumble/;Jun 25, 2024;Nintendo Switch;;;;;;(3.70 average Grouvee user rating);
The Crimson Diamond;https://www.grouvee.com/games/101040-the-crimson-diamond/;Aug 15, 2024;PC;;;;;;(4.00 average Grouvee user rating);
Garden of the Sea;https://www.grouvee.com/games/76681-garden-of-the-sea/;Oct 2024;Nintendo Switch, PC;;;;;;(3.00 average Grouvee user rating);
Liar's Bar;https://www.grouvee.com/games/101596-liars-bar/;Oct 2, 2024;PC;;;;;;(3.20 average Grouvee user rating);
A Quiet Place: The Road Ahead;https://www.grouvee.com/games/89753-a-quiet-place-the-road-ahead/;Oct 17, 2024;PC, PlayStation 5, Xbox Series X|S;;;;;;(3.40 average Grouvee user rating);
Rivals of Aether II;https://www.grouvee.com/games/91891-rivals-of-aether-ii/;Oct 23, 2024;PC;;;;;;(3.40 average Grouvee user rating);
Mind Over Magnet;https://www.grouvee.com/games/101809-mind-over-magnet/;Nov 13, 2024;PC;;;;;;(3.60 average Grouvee user rating);
Fantasian Neo Dimension;https://www.grouvee.com/games/100424-fantasian-neo-dimension/;Dec 31, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X|S;;;;;;(4.00 average Grouvee user rating);
While We Wait Here;https://www.grouvee.com/games/101416-while-we-wait-here/;2024;PC;;;;;;(3.67 average Grouvee user rating);
Windblown;https://www.grouvee.com/games/98515-windblown/;2024;PC;;;;;;(3.67 average Grouvee user rating);
The Last Flame;https://www.grouvee.com/games/99925-the-last-flame/;Jan 16, 2024;PC;;;;;;(3.22 average Grouvee user rating);
King of the Bridge;https://www.grouvee.com/games/99574-king-of-the-bridge/;Mar 8, 2024;PC;;;;;;(2.89 average Grouvee user rating);
Saviorless;https://www.grouvee.com/games/99447-saviorless/;Apr 2, 2024;Linux, Mac, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(2.89 average Grouvee user rating);
Fallen Aces;https://www.grouvee.com/games/88222-fallen-aces/;Jun 14, 2024;PC;;;;;;(3.56 average Grouvee user rating);
Dungeonborne;https://www.grouvee.com/games/98954-dungeonborne/;Jul 19, 2024;PC;;;;;;(3.22 average Grouvee user rating);
Fallout London;https://www.grouvee.com/games/101020-fallout-london/;2024;PC;;;;;;(3.44 average Grouvee user rating);
Cygni: All Guns Blazing;https://www.grouvee.com/games/81979-cygni-all-guns-blazing/;Aug 6, 2024;PC, PlayStation 5, Xbox Series X|S;;;;;;(2.78 average Grouvee user rating);
Crime Scene Cleaner;https://www.grouvee.com/games/101031-crime-scene-cleaner/;Aug 14, 2024;PC;;;;;;(3.67 average Grouvee user rating);
Marvel vs Capcom Fighting Collection - Arcade Classics;https://www.grouvee.com/games/100414-marvel-vs-capcom-fighting-collection-arcade-classics/;Sep 11, 2024;Nintendo Switch, PC, PlayStation 4, Xbox One;;;;;;(4.56 average Grouvee user rating);
Wild Bastards;https://www.grouvee.com/games/98672-wild-bastards/;Sep 12, 2024;PC;;;;;;(3.22 average Grouvee user rating);
Enotria The Last Song;https://www.grouvee.com/games/96284-enotria-the-last-song/;Sep 19, 2024;PC, PlayStation 5, Xbox Series X|S;;;;;;(2.89 average Grouvee user rating);
Lorn's Lure;https://www.grouvee.com/games/86515-lorns-lure/;Sep 20, 2024;PC;;;;;;(3.78 average Grouvee user rating);
Rogue Waters;https://www.grouvee.com/games/101582-rogue-waters/;Sep 30, 2024;PC;;;;;;(2.89 average Grouvee user rating);
MechWarrior 5: Clans;https://www.grouvee.com/games/101716-mechwarrior-5-clans/;Oct 16, 2024;Mac, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.44 average Grouvee user rating);
Microsoft Flight Simulator 2024;https://www.grouvee.com/games/97138-microsoft-flight-simulator-2024/;Nov 19, 2024;PC, Xbox Series X|S;;;;;;(3.22 average Grouvee user rating);
TEST TEST TEST;https://www.grouvee.com/games/100722-test-test-test/;Jan 17, 2024;PC;;;;;;(3.63 average Grouvee user rating);
The Cub;https://www.grouvee.com/games/93234-the-cub/;Jan 19, 2024;PC;;;;;;(3.50 average Grouvee user rating);
Under Night In-Birth II: Sys:Celes;https://www.grouvee.com/games/96788-under-night-in-birth-ii-sysceles/;Jan 24, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(4.25 average Grouvee user rating);
Berserk Boy;https://www.grouvee.com/games/89418-berserk-boy/;Mar 6, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.50 average Grouvee user rating);
Abiotic Factor;https://www.grouvee.com/games/94657-abiotic-factor/;May 2, 2024;PC;;;;;;(4.25 average Grouvee user rating);
The WereCleaner;https://www.grouvee.com/games/99912-the-werecleaner/;May 7, 2024;PC;;;;;;(3.88 average Grouvee user rating);
Rolling Hills: Make Sushi, Make Friends;https://www.grouvee.com/games/80757-rolling-hills-make-sushi-make-friends/;Jun 4, 2024;PC;;;;;;(2.50 average Grouvee user rating);
The Star Named Eos;https://www.grouvee.com/games/100279-the-star-named-eos/;Jul 23, 2024;Mac, PC;;;;;;(3.88 average Grouvee user rating);
Kingdom Rush 5: Alliance TD;https://www.grouvee.com/games/100957-kingdom-rush-5-alliance-td/;Jul 25, 2024;PC;;;;;;(3.63 average Grouvee user rating);
Star Trucker;https://www.grouvee.com/games/97117-star-trucker/;Sep 3, 2024;PC;;;;;;(2.38 average Grouvee user rating);
NBA 2K25;https://www.grouvee.com/games/100714-nba-2k25/;Sep 6, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.38 average Grouvee user rating);
Batman: Arkham Shadow;https://www.grouvee.com/games/99775-batman-arkham-shadow/;Q4 2024;Meta Quest;;;;;;(4.13 average Grouvee user rating);
Kill Knight;https://www.grouvee.com/games/101626-kill-knight/;Oct 2, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.25 average Grouvee user rating);
Unknown 9: Awakening;https://www.grouvee.com/games/84767-unknown-9-awakening/;Oct 17, 2024;Mac, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(2.50 average Grouvee user rating);
Tetris Forever;https://www.grouvee.com/games/101126-tetris-forever/;Nov 12, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(4.13 average Grouvee user rating);
Bandle Tale: A League of Legends Story;https://www.grouvee.com/games/97873-bandle-tale-a-league-of-legends-story/;2024;Nintendo Switch;;;;;;(2.86 average Grouvee user rating);
Summerhouse;https://www.grouvee.com/games/98754-summerhouse/;2024;PC;;;;;;(3.14 average Grouvee user rating);
Jujutsu Kaisen: Cursed Clash;https://www.grouvee.com/games/97384-jujutsu-kaisen-cursed-clash/;Feb 1, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(1.86 average Grouvee user rating);
Dicefolk;https://www.grouvee.com/games/96921-dicefolk/;Feb 27, 2024;Nintendo Switch, PC;;;;;;(3.00 average Grouvee user rating);
Llamasoft: The Jeff Minter Story;https://www.grouvee.com/games/98751-llamasoft-the-jeff-minter-story/;Mar 13, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.86 average Grouvee user rating);
Endless Ocean Luminous;https://www.grouvee.com/games/99175-endless-ocean-luminous/;May 2, 2024;Nintendo Switch;;;;;;(2.71 average Grouvee user rating);
The Rogue Prince of Persia;https://www.grouvee.com/games/99604-the-rogue-prince-of-persia/;May 14, 2024;PC;;;;;;(2.43 average Grouvee user rating);
Master Key;https://www.grouvee.com/games/93347-master-key/;May 17, 2024;Linux, Mac, PC;;;;;;(2.29 average Grouvee user rating);
CLICKOLDING;https://www.grouvee.com/games/100807-clickolding/;Jul 17, 2024;PC;;;;;;(1.86 average Grouvee user rating);
Yars Rising;https://www.grouvee.com/games/99629-yars-rising/;Sep 10, 2024;Atari VCS, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating);
Wilmot Works It Out;https://www.grouvee.com/games/101273-wilmot-works-it-out/;Oct 23, 2024;Mac, PC;;;;;;(4.43 average Grouvee user rating);
The Jackbox Survey Scramble;https://www.grouvee.com/games/101943-the-jackbox-survey-scramble/;Oct 24, 2024;Mac, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.43 average Grouvee user rating);
[Redacted];https://www.grouvee.com/games/102508-redacted/;Oct 27, 2024;PC, PlayStation 5, Xbox Series X|S;;;;;;(3.71 average Grouvee user rating);
Pokemon Trading Card Game Pocket;https://www.grouvee.com/games/101725-pokemon-trading-card-game-pocket/;Oct 30, 2024;Android, iPhone;;;;;;(3.86 average Grouvee user rating);
Strinova;https://www.grouvee.com/games/102280-strinova/;Nov 22, 2024;PC;;;;;;(2.57 average Grouvee user rating);
Legacy of Kain: Soul Reaver 1 & 2 Remastered;https://www.grouvee.com/games/101530-legacy-of-kain-soul-reaver-1-2-remastered/;Dec 10, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(3.57 average Grouvee user rating);
Desvelado;https://www.grouvee.com/games/100338-desvelado/;2024;PC;;;;;;(4.33 average Grouvee user rating);
Expeditions: A MudRunner Game;https://www.grouvee.com/games/97699-expeditions-a-mudrunner-game/;Mar 1, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(2.00 average Grouvee user rating);
The Mobius Machine;https://www.grouvee.com/games/99189-the-mobius-machine/;Mar 1, 2024;PC, PlayStation 5, Xbox Series X|S;;;;;;(3.00 average Grouvee user rating);
Astro Duel 2;https://www.grouvee.com/games/99274-astro-duel-2/;Mar 7, 2024;PC;;;;;;(2.17 average Grouvee user rating);
Mars After Midnight;https://www.grouvee.com/games/88070-mars-after-midnight/;Mar 12, 2024;Playdate;;;;;;(4.17 average Grouvee user rating);
Felvidek;https://www.grouvee.com/games/99746-felvidek/;Mar 29, 2024;PC;;;;;;(3.33 average Grouvee user rating);
Call of Duty: Warzone Mobile;https://www.grouvee.com/games/94441-call-of-duty-warzone-mobile/;Apr 2024;Android, iPhone;;;;;;(3.00 average Grouvee user rating);
SaGa Emerald Beyond;https://www.grouvee.com/games/97868-saga-emerald-beyond/;Apr 25, 2024;Android, Nintendo Switch, PC, PlayStation 4, PlayStation 5, iPad, iPhone;;;;;;(2.17 average Grouvee user rating);
An English Haunting;https://www.grouvee.com/games/99950-an-english-haunting/;May 15, 2024;PC;;;;;;(3.33 average Grouvee user rating);
Nightmare Kart;https://www.grouvee.com/games/99832-nightmare-kart/;May 31, 2024;PC;;;;;;(3.83 average Grouvee user rating);
Platform 8;https://www.grouvee.com/games/100044-platform-8/;May 31, 2024;Nintendo Switch, PC;;;;;;(3.00 average Grouvee user rating);
Gladiator Guild Manager;https://www.grouvee.com/games/84957-gladiator-guild-manager/;Jun 22, 2024;Mac, PC;;;;;;(3.17 average Grouvee user rating);
ONE BTN BOSSES;https://www.grouvee.com/games/101003-one-btn-bosses/;Aug 6, 2024;PC;;;;;;(3.67 average Grouvee user rating);
Sumerian Six;https://www.grouvee.com/games/100193-sumerian-six/;Sep 2, 2024;PC;;;;;;(4.17 average Grouvee user rating);
Rugrats: Adventures in Gameland;https://www.grouvee.com/games/99051-rugrats-adventures-in-gameland/;Sep 10, 2024;Nintendo Entertainment System, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(2.00 average Grouvee user rating);
Beyond Shadowgate;https://www.grouvee.com/games/44067-beyond-shadowgate/;Sep 19, 2024;PC;;;;;;(3.33 average Grouvee user rating);
Just a To the Moon Series Beach Episode;https://www.grouvee.com/games/101799-just-a-to-the-moon-series-beach-episode/;Sep 20, 2024;PC;;;;;;(4.17 average Grouvee user rating);
GRUNN;https://www.grouvee.com/games/101821-grunn/;Oct 4, 2024;PC;;;;;;(3.67 average Grouvee user rating);
Is This Game Trying to Kill Me?;https://www.grouvee.com/games/101968-is-this-game-trying-to-kill-me/;Nov 13, 2024;PC;;;;;;(3.17 average Grouvee user rating);
Atlyss;https://www.grouvee.com/games/102083-atlyss/;Nov 22, 2024;PC;;;;;;(3.50 average Grouvee user rating);
Ballionaire;https://www.grouvee.com/games/102332-ballionaire/;Dec 10, 2024;PC;;;;;;(2.67 average Grouvee user rating);
Broken Roads;https://www.grouvee.com/games/78884-broken-roads/;Jan 2024;Nintendo Switch, PC, PlayStation 4, Xbox One;;;;;;(2.40 average Grouvee user rating);
Replaced;https://www.grouvee.com/games/88170-replaced/;2024;PC, Xbox One, Xbox Series X|S;;;;;;(4.20 average Grouvee user rating);
KinitoPET;https://www.grouvee.com/games/99665-kinitopet/;Jan 9, 2024;PC;;;;;;(2.80 average Grouvee user rating);
Sovereign Syndicate;https://www.grouvee.com/games/98098-sovereign-syndicate/;Jan 15, 2024;PC;;;;;;(2.80 average Grouvee user rating);
Islands of Insight;https://www.grouvee.com/games/97145-islands-of-insight/;Feb 13, 2024;PC;;;;;;(3.80 average Grouvee user rating);
Please, Touch The Artwork 2;https://www.grouvee.com/games/99288-please-touch-the-artwork-2/;Feb 19, 2024;Android, Linux, Mac, PC, iPad, iPhone;;;;;;(3.80 average Grouvee user rating);
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island;https://www.grouvee.com/games/97929-shiren-the-wanderer-the-mystery-dungeon-of-serpentcoil-island/;Feb 27, 2024;Nintendo Switch;;;;;;(3.60 average Grouvee user rating);
